char	char_sim	initial	final	tone	cat	char_ref	details
虻	虻	m	ang	5	0		
虻	虻	m	eng	5	0		
萌	萌	m	eng	5	0		
蒙	蒙	m	ong	5	0		
盟	盟	m	eng	5	0		
甍	甍	m	eng	5	0		
幪	幪	m	ong	5	0		
濛	蒙	m	ong	5	0		
懞	懞	m	ong	2	0		
檬	檬	m	ong	5	0		
曚	曚	m	ong	5	0		
朦	朦	m	ong	5	0		
礞	礞	m	ong	5	0		
矇	蒙	m	ong	5	0		
艨	艨	m	ong	5	0		
猛	猛	m	enn	2	0		
猛	猛	m	eng	2	0		
蜢	蜢	m	enn	2	0		
蜢	蜢	m	eng	2	0		
錳	锰	m	eng	2	0		
懵	懵	m	ong	2	0		
蠓	蠓	m	ong	5	0		
蠓	蠓	m	ang	2	0		
孟	孟	m	eng	6	0		
夢	梦	m	ang	7	0		
夢	梦	m	ong	6	0		
咪	咪	m	i	1	0		
眯	眯	m	i	2	0		
迷	迷	m	i	5	0		
醚	醚	m	i	5	0		
謎	谜	m	i	6	0		
穈	穈	m	i	5	0		
糜	糜	m	i	5	0		
糜	糜	m	ue	5	0		
縻	縻	m	i	5	0		
麋	麋	m	i	5	0		
彌	弥	n	i	2	0		
靡	靡	m	i	2	0		
獼	猕	n	i	2	0		
劘	劘	m	i	5	0		
蘼	蘼	m	i	5	0		
米	米	b	i	2	0		
芈	芈	m	i	2	0		
羋	芈	m	i	2	0		
弭	弭	n	i	2	0		
敉	敉	m	i	5	0		
瞇	瞇	m	i	1	0		
瞇	瞇	m	i	2	0		
瀰	弥	n	i	2	0		
汨	汨	m	ek	8	0		
泌	泌	p	i	3	0		
宓	宓	m	it	8	0		
祕	祕	p	i	3	0		
覓	觅	m	it	8	0		
密	密	m	it	8	0		
蜜	蜜	b	it	8	0		
冪	幂	m	ek	8	0		
謐	谧	m	it	8	0		
眠	眠	m	in	5	0		
棉	棉	m	inn	5	0		
綿	绵	m	ian	5	0		
丏	丏	m	ian	2	0		
免	免	m	ian	2	0		
免	免	m	in	2	0		
沔	沔	m	ian	2	0		
眄	眄	m	ian	2	0		
勉	勉	m	ian	2	0		
娩	娩	m	ian	2	0		
冕	冕	m	ian	2	0		
偭	偭	m	ian	2	0		
湎	湎	m	ian	2	0		
腼	腼	m	ian	2	0		
緬	缅	m	ian	2	0		
緬	缅	m	ian	5	0		
面	面	m	in	7	0		
面	面	m	ian	6	0		
麪	麪	m	inn	7	0		
麵	面	m	inn	7	0		
喵	喵	m	iau	1	0		
苗	苗	m	iau	5	0		
描	描	b	io	5	0		
描	描	m	iau	5	0		
瞄	瞄	b	io	5	0		
瞄	瞄	m	iau	5	0		
杪	杪	m	iau	2	0		
眇	眇	m	iau	2	0		
秒	秒	m	iau	2	0		
淼	淼	m	iau	2	0		
渺	渺	m	iau	2	0		
緲	缈	m	iau	2	0		
藐	藐	m	iau	2	0		
邈	邈	m	iau	2	0		
妙	妙	m	iau	6	0		
廟	庙	b	io	7	0		
廟	庙	m	iau	6	0		
繆	缪	m	ok	8	0		
繆	缪	n	iu	5	0		
繆	缪	n	iu	6	0		
乜	乜	m	i	1	0		
乜	乜	m	ih	4	0		
咩	咩	m	eh	4	0		
滅	灭	m	it	8	0		
蔑	蔑	m	it	8	0		
篾	篾	b	ih	8	0		
篾	篾	m	it	8	0		
覕	𰴕	b	ih	4	0		
蠛	蠛	m	it	8	0		
衊	蔑	m	it	8	0		
民	民	m	in	5	0		
旻	旻	b	un	5	0		
岷	岷	m	in	5	0		
緡	缗	m	in	5	0		
皿	皿	m	eng	2	0		
抿	抿	m	in	5	0		
泯	泯	m	in	5	0		
敏	敏	m	ian	2	0		
閔	闵	m	ian	2	0		
湣	愍	m	ian	2	0		
黽	黾	m	ian	2	0		
愍	愍	m	ian	2	0		
閩	闽	m	an	5	0		
憫	悯	m	ian	2	0		
鰵	鳘	m	ian	2	0		
名	名	m	iann	5	0		
名	名	m	eng	5	0		
明	明	m	eng	5	0		
茗	茗	m	eng	2	0		
茗	茗	m	eng	5	0		
洺	洺	m	eng	5	0		
冥	冥	m	eng	5	0		
蓂	蓂	m	eng	5	0		
溟	溟	m	eng	5	0		
暝	暝	m	enn	5	0		
暝	暝	m	eng	5	0		
鳴	鸣	m	eng	5	0		
銘	铭	m	eng	5	0		
瞑	瞑	m	eng	5	0		
螟	螟	m	eng	5	0		
酩	酩	m	eng	2	0		
命	命	m	eng	6	0		
命	命	m	iann	7	0		
謬	谬	n	iu	6	0		
摸	摸	m	ong	5	2		
摸	摸	m	o	5	2		
嫫	嫫	m	o	5	0		
摹	摹	m	o	5	0		
模	模	m	o	5	0		
膜	膜	m	oh	8	0		
膜	膜	m	ok	8	0		
麽	麽	m	oh	4	0		
麽	麽	m	a	1	0		
麽	麽	m	a	3	0		
摩	摩	m	o	5	0		
磨	磨	b	o	7	0		
磨	磨	m	o	6	0		
磨	磨	b	ua	5	0		
磨	磨	m	o	5	0		
謨	谟	m	o	5	0		
嬷	嬷	m	ah	4	0		
嬤	嬷	m	ah	4	0		
饃	馍	m	o	1	0		
蘑	蘑	m	o	5	0		
魔	魔	m	o	5	0		
抹	抹	b	uah	4	0		
抹	抹	m	uat	8	0		
末	末	b	uah	8	0		
末	末	m	uat	8	0		
茉	茉	m	ak	8	0		
歿	殁	m	ok	8	0		
殁	殁	m	ut	8	0		
沫	沫	b	uah	8	0		
陌	陌	m	ek	8	0		
莫	莫	m	o	6	0		
莫	莫	m	ok	8	0		
秣	秣	b	uah	8	0		
秣	秣	m	ue	6	0		
貊	貊	m	ek	8	0		
漠	漠	m	oh	8	0		
漠	漠	m	ok	8	0		
寞	寞	m	ok	8	0		
靺	靺	m	uat	8	0		
墨	墨	b	ak	8	0		
墨	墨	m	ok	8	0		
瘼	瘼	m	oh	8	0		
瘼	瘼	m	ok	8	0		
默	默	m	it	8	0		
默	默	m	ek	8	0		
鏌	镆	m	ok	8	0		
驀	蓦	m	ek	8	0		
哞	哞	m	ong	5	2		
哞	哞	m	ou	5	2		
牟	牟	m	ong	5	2		
牟	牟	m	ou	5	2		
侔	侔	m	ong	5	2		
侔	侔	m	ou	5	2		
眸	眸	m	ong	5	2		
眸	眸	m	ou	5	2		
眸	眸	m	iu	5	0		
蛑	蛑	m	ong	5	2		
蛑	蛑	m	ou	5	2		
謀	谋	m	ong	5	2		
謀	谋	m	ou	5	2		
鍪	鍪	m	au	5	0		
某	某	m	ong	2	2		
某	某	m	ou	2	2		
嘸	呒	0	m	6	0		
母	母	b	o	2	0		
母	母	m	u	2	0		
牡	牡	b	ou	2	0		
拇	拇	b	o	2	0		
姆	姆	0	m	2	0		
姆	姆	m	u	2	0		
畝	亩	b	ou	2	0		
木	木	b	ak	8	0		
木	木	m	ok	8	0		
目	目	m	ak	8	0		
目	目	m	ok	8	0		
沐	沐	m	ok	8	0		
苜	苜	m	ok	8	0		
牧	牧	m	ok	8	0		
毣	毣	m	au	6	0		
募	募	m	o	6	0		
墓	墓	m	o	6	0		
幕	幕	m	o	6	0		
睦	睦	m	ok	8	0		
鉬	钼	m	ak	8	0		
慕	慕	m	o	6	0		
暮	暮	m	o	6	0		
霂	霂	m	ok	8	0		
穆	穆	m	ok	8	0		
拏	拏	n	a	2	0		
拿	拿	n	a	2	0		
鎿	镎	n	a	2	0		
哪	哪	n	a	1	0		
哪	哪	n	a	2	0		
那	那	n	a	1	0		
那	那	n	a	2	0		
吶	呐	n	ap	8	0		
肭	肭	n	ap	4	0		
衲	衲	n	ap	8	0		
娜	娜	n	o	5	0		
納	纳	n	ap	8	0		
捺	捺	n	at	8	0		
鈉	钠	n	ap	8	0		
乃	乃	n	ai	2	0		
乃	乃	n	ai	6	0		
奶	奶	n	ai	2	0		
奶	奶	n	i	6	0		
氖	氖	n	ai	6	0		
廼	廼	0	ai	2	0		
廼	廼	n	ai	2	0		
廼	廼	n	ai	6	0		
迺	迺	0	ai	2	0		
迺	迺	n	ai	2	0		
迺	迺	n	ai	6	0		
倷	倷	n	ai	2	0		
奈	奈	n	ai	6	0		
柰	柰	n	ai	6	0		
耐	耐	n	ai	6	0		
萘	萘	n	ai	6	0		
鼐	鼐	n	ai	2	0		
褦	褦	n	ai	2	0		
囡	囡	l	am	5	0		
男	男	n	am	5	0		
南	南	n	am	5	0		
喃	喃	n	am	5	0		
楠	楠	n	am	5	0		
難	难	n	an	5	0		
難	难	n	an	7	0		
赧	赧	n	an	2	0		
腩	腩	n	am	2	0		
蝻	蝻	n	am	5	0		
囔	囔	l	ang	2	0		
囊	囊	l	ang	2	0		
饢	馕	l	ang	2	0		
曩	曩	l	ang	2	0		
攮	攮	l	ang	2	0		
儾	儾	l	ang	2	0		
齉	齉	l	ang	2	0		
孬	孬	m	o	2	0		
孬	孬	n	au	2	0		
呶	呶	n	au	1	0		
硇	硇	n	au	1	0		
猱	猱	n	au	1	0		
猱	猱	j	iu	5	0		
撓	挠	n	au	1	0		
鐃	铙	n	au	1	0		
惱	恼	n	au	2	0		
惱	恼	l	o	2	0		烦恼@huan5-lo2@担心
瑙	瑙	n	au	2	0		
腦	脑	n	au	2	0		
腦	脑	l	o	2	0		头脑@thau5-lo2@老大
淖	淖	ts	au	6	0		
鬧	闹	n	au	6	0		
鬧	闹	n	au	7	0		
訥	讷	n	ap	8	0		
呢	呢	n	i	1	0		
呢	呢	n	i	5	0		
呢	呢	n	e	1	0		
餒	馁	n	ue	2	0		
內	内	l	ai	6	0		
內	内	n	ui	6	0		
恁	恁	n	vn	2	0		
恁	恁	j	im	6	0		
嫩	嫩	l	un	3	0		
嫰	嫰	l	un	3	0		
能	能	n	eng	5	0		
嗯	嗯	0	ng	7	0		
妮	妮	n	i	5	0		
尼	尼	n	i	5	0		
泥	泥	n	i	3	0		
泥	泥	n	i	5	0		
怩	怩	n	i	3	0		
倪	倪	g	oi	5	0		
倪	倪	ng	i	5	0		
猊	猊	ng	i	5	0		
鈮	铌	n	i	5	0		
霓	霓	ng	i	5	0		
鯢	鲵	ng	i	5	0		
麑	麑	ng	i	5	0		
你	你	l	v	2	0		
旎	旎	n	i	5	0		
擬	拟	ng	i	2	0		
昵	昵	n	ek	8	0		
逆	逆	ng	ek	8	0		
匿	匿	n	ek	8	0		
堄	堄	ng	i	3	0		
睨	睨	ng	i	3	0		
溺	溺	n	ek	8	0		
溺	溺	n	iau	2	0		
膩	腻	j	v	6	0		
拈	拈	l	iam	1	0		
蔫	蔫	0	ian	1	0		
年	年	n	inn	5	0		
年	年	n	ian	5	0		
鮎	鲇	n	iam	5	0		
黏	黏	n	iam	1	0		
捻	捻	n	iam	2	0		
輦	辇	n	in	2	0		
撚	捻	j	ian	5	0		
撚	捻	n	iam	1	0		
撚	捻	n	iam	2	0		
碾	碾	t	ian	2	0		
攆	撵	n	eng	2	0		
廿	廿	j	ih	8	0		
廿	廿	j	iap	8	0		
念	念	j	ih	8	0		
念	念	n	iam	6	0		
念	念	n	iam	7	0		
念	念	j	iap	8	0		
埝	埝	t	iam	3	0		
埝	埝	n	iam	6	0		
唸	唸	n	iam	7	0		
娘	娘	n	ionn	5	0		
釀	酿	j	iang	2	0		
鳥	鸟	n	iau	2	2		
鳥	鸟	ts	iau	2	1		
裊	裊	n	iau	2	0		
嫋	袅	n	iau	2	0		
蔦	茑	n	iau	2	0		
嬲	嬲	h	iau	5	0		
尿	尿	j	io	7	0		
尿	尿	n	iau	6	0		
捏	捏	n	iap	4	0		
揑	捏	n	iap	4	0		
苶	苶	n	iap	4	0		
臬	臬	ng	iak	8	0		
涅	涅	n	iap	4	0		
隉	陧	n	iap	4	0		
湼	涅	n	iap	4	0		
聶	聂	n	iap	4	0		
嚙	啮	ng	vt	4	0		
鎳	镍	ng	iak	8	0		
孽	孽	ng	iak	8	0		
櫱	櫱	ng	iak	8	0		
齧	啮	ng	vt	4	0		
囁	嗫	n	iap	4	0		
囓	啮	ng	vt	4	0		
躡	蹑	n	iap	4	0		
鑷	镊	n	iap	4	0		
顳	颞	n	iap	4	0		
您	您	n	vn	2	3		
苧	苎	t	iu	6	0		
甯	甯	n	eng	5	0		
甯	甯	n	eng	6	0		
寧	宁	n	eng	5	0		
凝	凝	ng	an	5	0		
凝	凝	ng	eng	5	0		
獰	狞	n	eng	5	0		
檸	柠	n	eng	5	0		
擰	拧	n	eng	5	0		
佞	佞	n	eng	6	0		
濘	泞	n	eng	5	0		
妞	妞	n	iu	2	0		
牛	牛	g	u	5	0		
牛	牛	ng	iu	5	0		
牛	牛	n	iu	5	0		
扭	扭	n	iu	2	0		
狃	狃	n	iu	2	0		
忸	忸	n	iu	2	0		
紐	纽	n	iu	2	0		
鈕	钮	n	iu	2	0		
農	农	n	ong	5	0		
儂	侬	n	ong	5	0		
儂	侬	n	ang	5	0		
噥	哝	n	ong	5	0		
濃	浓	n	ong	5	0		
膿	脓	n	ang	5	0		
膿	脓	n	ong	5	0		
穠	秾	n	ong	5	0		
弄	弄	n	ang	6	0		
弄	弄	n	ong	6	0		
耨	耨	n	o	3	0		
奴	奴	n	ou	1	0		
奴	奴	n	ou	5	0		
孥	孥	n	o	5	0		
駑	驽	n	o	3	0		
努	努	n	o	3	0		
努	努	n	au	6	0		
弩	弩	n	o	5	0		
弩	弩	n	au	6	0		
砮	砮	n	o	3	0		
怒	怒	n	o	7	0		
暖	暖	n	uan	2	0		
餪	𫗬	l	uan	2	0		
虐	虐	ng	iak	8	0		
瘧	疟	ng	iak	8	0		
挪	挪	n	o	5	0		
儺	傩	n	o	5	0		
喏	喏	j	ia	2	0		
搦	搦	n	ak	8	0		
搦	搦	n	ek	8	0		
諾	诺	n	ap	8	0		
懦	懦	n	o	3	0		
穤	穤	ts	ut	8	0		
糯	糯	n	o	3	0		
糯	糯	ts	ut	8	0		
女	女	n	ng	2	0		
女	女	n	i	2	0		
釹	钕	n	ng	2	0		
恧	恧	n	ek	8	0		
衄	衄	n	iu	2	0		
噢	噢	0	o	1	0		
哦	哦	0	o	7	0		
哦	哦	ng	o	5	0		
漚	沤	0	au	1	0		
甌	瓯	0	au	1	0		
歐	欧	0	au	1	0		
毆	殴	0	au	1	0		
謳	讴	0	au	1	0		
鷗	鸥	0	au	1	1		
鷗	鸥	0	ou	1	2		
齵	齵	0	u	2	0		
偶	偶	ng	ou	2	0		
嘔	呕	0	au	2	0		
嘔	呕	0	ou	2	0		
耦	耦	ng	ou	2	0		
藕	藕	ng	ou	2	0		
慪	怄	0	au	1	0		
趴	趴	ph	a	1	0		
趴	趴	ph	at	4	0		
趴	趴	ph	ih	4	0		
啪	啪	ph	ah	4	0		
葩	葩	p	a	1	0		
杷	杷	p	e	5	0		
杷	杷	ph	a	5	0		
爬	爬	p	e	5	0		
爬	爬	ph	a	5	0		
琶	琶	p	e	5	0		
琶	琶	ph	a	5	0		
掱	掱	tsh	iu	2	0		
鈀	钯	p	a	1	2		
鈀	钯	p	e	5	1		
筢	筢	p	e	5	0		
筢	筢	ph	a	5	0		
帕	帕	ph	e	3	1		
帕	帕	ph	a	3	2		
怕	怕	ph	ann'	3	0		
拍	拍	ph	ah	4	0		
排	排	p	ai	5	0		
徘	徘	p	ai	5	0		
牌	牌	p	ai	5	0		
箄	箄	p	ai	5	0		
簰	簰	p	ai	5	0		
派	派	ph	ai	3	0		
蒎	蒎	ph	ai	3	0		
湃	湃	ph	ai	3	0		
潘	潘	ph	uann	1	0		
潘	潘	ph	uan	1	0		
攀	攀	ph	an	1	0		
爿	爿	tsh	iang	5	0		
爿	爿	p	oinn	5	0		
槃	槃	ph	uan	5	0		
磐	磐	ph	uan	5	0		
盤	盘	ph	uan	5	0		
盤	盘	p	uann	5	0		
蹣	蹒	ph	uan	5	0		
蟠	蟠	ph	uan	5	0		
判	判	ph	uan	3	0		
泮	泮	ph	uan	3	0		
盼	盼	ph	an	3	0		
叛	叛	p	uan	6	0		
畔	畔	ph	uan	3	0		
畔	畔	p	oinn	5	3		
襻	襻	ph	an	3	0		
乓	乓	p	ong	5	0		
滂	滂	ph	ang	5	0		
霶	霶	ph	ang	5	0		
彷	彷	ph	ang	5	0		
彷	彷	h	uang	2	0		
逄	逄	ph	ang	5	0		
旁	旁	ph	ang	5	0		
徬	徬	ph	ang	5	0		
螃	螃	ph	ang	5	0		
龐	庞	ph	ang	5	0		
鰟	鰟	ph	ang	5	0		
嗙	嗙	ph	ang	3	0		
耪	耪	p	ang	2	0		
胖	胖	ph	uan	3	0		
拋	抛	ph	au	1	0		
脬	脬	ph	a	1	0		
刨	刨	ph	au	1	0		
咆	咆	ph	au	5	0		
狍	狍	p	au	1	0		
庖	庖	ph	au	5	0		
爮	爮	ph	au	1	0		
袍	袍	ph	au	5	0		
匏	匏	ph	au	5	0		
麅	狍	p	au	1	0		
跑	跑	ph	au	2	0		
泡	泡	ph	a	6	0		
泡	泡	ph	au	3	0		
炮	炮	ph	au	3	0		
炮	炮	ph	au	5	0		
砲	砲	ph	au	3	0		
疱	疱	p	au	1	0		
皰	疱	p	au	1	0		
呸	呸	ph	i	2	0		
呸	呸	ph	ui	2	0		
胚	胚	ph	ue	1	0		
醅	醅	p	ou	5	0		
醅	醅	p	ue	5	0		
陪	陪	p	ue	5	0		
陪	陪	ph	ui	5	0		
培	培	p	ue	5	0		
培	培	ph	ui	5	0		
裴	裴	p	ue	6	0		
裴	裴	ph	ue	5	0		
賠	赔	p	ue	5	0		
賠	赔	p	ai	5	0		
錇	锫	p	ue	5	0		
沛	沛	ph	ai	3	0		
帔	帔	ph	i	1	0		
佩	佩	p	ue	6	0		
珮	珮	p	ue	6	0		
配	配	ph	ue	3	0		
配	配	ph	ui	3	0		
旆	旆	ph	ai	3	0		
霈	霈	ph	ai	3	0		
轡	辔	p	i	3	0		
噴	喷	ph	un	3	0		
濆	𣸣	ph	un	3	0		
盆	盆	ph	un	5	0		
湓	湓	ph	un	5	0		
抨	抨	ph	eng	5	0		
怦	怦	ph	eng	5	0		
砰	砰	ph	eng	5	0		
烹	烹	ph	eng	1	0		
芃	芃	ph	ong	5	0		
朋	朋	ph	eng	5	2		
朋	朋	ph	ong	5	2		
彭	彭	ph	eng	5	2		
彭	彭	ph	ong	5	2		
彭	彭	ph	enn	5	1		
棚	棚	p	enn	5	0		
棚	棚	ph	eng	5	0		
棚	棚	ph	ong	5	0		
蓬	蓬	ph	ong	5	0		
硼	硼	ph	eng	5	0		
澎	澎	ph	enn	5	0		
澎	澎	ph	eng	5	0		
澎	澎	ph	ong	5	0		
篷	篷	ph	ang	5	0		
膨	膨	ph	enn	5	0		
膨	膨	ph	eng	5	0		
膨	膨	ph	ong	5	0		
鬅	鬅	ph	eng	5	0		
蟛	蟛	ph	enn	5	0		
蟛	蟛	ph	eng	5	0		
蟛	蟛	ph	ong	5	0		
鵬	鹏	ph	ong	5	0		
捧	捧	h	ong	2	0		
捧	捧	ph	ong	2	0		
碰	碰	ph	ong	3	0		
丕	丕	ph	i	2	0		
批	批	ph	oi	1	0		
批	批	ph	i	1	0		
邳	邳	ph	i	2	0		
坯	坯	ph	ue	1	0		
披	披	ph	i	1	0		
狉	狉	ph	i	1	0		
砒	砒	p	i	1	0		
紕	纰	p	i	2	0		
劈	劈	ph	ek	4	0		
霹	霹	ph	ek	4	0		
皮	皮	ph	ue	5	0		
皮	皮	ph	i	5	0		
詖	诐	ph	ueh	8	0		
枇	枇	p	i	5	0		
枇	枇	ph	i	5	0		
毗	毗	p	i	2	0		
蚍	蚍	p	i	2	0		
蚍	蚍	p	i	2	0		
郫	郫	p	i	1	0		
疲	疲	ph	i	5	0		
埤	埤	p	i	1	0		
埤	埤	ph	i	3	0		
埤	埤	p	ui	1	0		
啤	啤	p	i	5	0		
琵	琵	p	i	5	0		
琵	琵	ph	i	5	0		
脾	脾	p	i	5	0		
脾	脾	ph	i	5	0		
鈹	铍	ph	ue	5	0		
蜱	蜱	p	i	1	0		
貔	貔	ph	i	5	0		
羆	罴	ph	i	5	0		
鼙	鼙	p	i	5	0		
匹	匹	ph	it	4	0		
匹	匹	ph	ek	4	0		
庀	庀	p	i	2	0		
圮	圮	ph	i	2	0		
仳	仳	p	i	2	0		
痞	痞	ph	i	2	0		
擗	擗	ph	ek	4	0		
癖	癖	ph	iah	4	0		
癖	癖	ph	ek	4	0		
嚭	嚭	ph	i	2	0		
屁	屁	ph	i	6	0		
屁	屁	ph	ui	3	0		
淠	淠	ph	i	3	0		
睥	睥	p	i	1	0		
辟	辟	ph	ek	4	0		
媲	媲	ph	i	3	0		
僻	僻	ph	iah	4	0		
僻	僻	ph	ek	4	0		
甓	甓	ph	ek	4	0		
譬	譬	ph	i	3	0		
闢	辟	ph	ek	4	0		
偏	偏	ph	ian	1	0		
犏	犏	ph	ian	1	0		
篇	篇	ph	ian	1	0		
翩	翩	ph	ian	1	0		
胼	胼	p	eng	6	0		
駢	骈	p	eng	6	0		
蹁	蹁	ph	ian	1	0		
諞	谝	ph	ian	3	0		
片	片	ph	ian	3	0		
騙	骗	ph	ian	3	0		
剽	剽	ph	iau	1	0		
螵	螵	ph	iau	1	0		
縹	缥	ph	iau	1	0		
飄	飘	ph	iau	1	0		
飃	飘	ph	iau	1	0		
嫖	嫖	ph	iau	5	0		
瓢	瓢	ph	iau	1	0		
薸	薸	ph	iau	1	0		
殍	殍	p	iau	2	0		
瞟	瞟	ph	iau	1	0		
票	票	ph	io	3	0		
漂	漂	p	io	3	0		
漂	漂	ph	iu	3	0		
漂	漂	ph	iau	1	0		
撇	撇	ph	iat	4	0		
撇	撇	ph	uah	4	0		
瞥	瞥	p	i	6	0		
苤	苤	ph	i	2	0		
拚	拚	p	un	3	0		
拚	拚	p	iann	3	0		
拚	拚	p	eng	3	0		
拼	拼	ph	eng	1	0		
姘	姘	ph	eng	1	0		
貧	贫	ph	in	5	0		
頻	频	ph	in	5	0		
嬪	嫔	p	in	3	0		
顰	颦	ph	in	5	0		
品	品	p	in	2	2		
品	品	ph	in	2	2		
牝	牝	ph	in	2	0		
聘	聘	ph	eng	3	2		
聘	聘	ph	iann	3	1		
𩩍	𩩍	ph	iann	1	0		
乒	乒	p	in	1	0		
娉	娉	ph	eng	3	0		
平	平	ph	eng	5	2		
平	平	p	enn	5	1		
平	平	ph	enn	5	1		
坪	坪	ph	eng	5	0		
坪	坪	ph	iann	5	0		
苹	苹	ph	in	5	0		
苹	苹	ph	eng	5	0		
枰	枰	ph	eng	5	0		
屏	屏	ph	in	2	0		
屏	屏	ph	in	5	0		
瓶	瓶	p	an	5	1		
瓶	瓶	ph	in	5	2		
瓶	瓶	ph	eng	5	2		
萍	萍	ph	io	5	0		
評	评	ph	eng	5	0		
憑	凭	p	eng	5	2		
憑	凭	ph	eng	5	2		
蘋	苹	ph	in	5	1		
蘋	苹	ph	eng	5	2		
坡	坡	p	o	1	0		
泊	泊	p	oh	8	0		
泊	泊	p	ok	8	0		
釙	钋	ph	ok	4	0		
潑	泼	ph	uah	4	0		
潑	泼	ph	uat	4	0		
婆	婆	p	o	5	0		
婆	婆	ph	o	5	0		
婆	婆	ph	ua	5	0		
鄱	鄱	ph	uan	1	0		
皤	皤	ph	o	5	0		
叵	叵	ph	o	2	0		
笸	笸	ph	o	2	0		
鉕	钷	ph	o	2	0		
迫	迫	p	ek	4	0		
珀	珀	ph	ek	4	0		
𤇢	𤇢	p	ek	4	0		
破	破	ph	ua	3	0		
粕	粕	ph	oh	4	0		
魄	魄	ph	ek	4	0		
頗	颇	ph	o	2	0		
剖	剖	ph	ou	2	0		
抔	抔	p	ut	4	0		
掊	掊	ph	ou	2	0		
掊	掊	p	ue	6	0		
裒	裒	ph	ou	2	0		
仆	仆	h	u	3	0		
仆	仆	ph	ok	4	0		
撲	扑	ph	ok	4	0		
噗	噗	ph	uh	4	0		
鋪	铺	ph	ou	1	0		
匍	匍	ph	ou	2	0		
莆	莆	ph	u	5	0		
菩	菩	ph	u	5	0		
脯	脯	p	ou	2	0		
脯	脯	ph	ou	2	0		
葡	葡	ph	u	5	0		
蒱	蒱	ph	u	5	0		
蒲	蒲	ph	u	5	0		
酺	酺	p	u	1	0		
僕	仆	p	ok	8	0		
璞	璞	ph	ok	4	0		
濮	濮	ph	ok	4	0		
鏷	镤	ph	ok	4	0		
朴	朴	ph	ok	4	0		
朴	朴	ph	iau	1	0		
埔	埔	p	ou	1	0		
圃	圃	ph	ou	2	0		
浦	浦	ph	ou	2	0		
普	普	ph	ou	2	0		
溥	溥	ph	ou	2	0		
樸	朴	ph	ok	4	0		
氆	氆	ph	ou	2	0		
蹼	蹼	ph	ok	4	0		
譜	谱	ph	ou	2	0		
鐠	镨	ph	ou	2	0		
舖	铺	ph	ou	1	0		
舖	铺	ph	ou	3	0		
瀑	瀑	ph	ak	8	0		
曝	曝	ph	ak	8	0		
曝	曝	p	au	6	0		
七	七	tsh	it	4	0		
沏	沏	tsh	iat	4	0		
妻	妻	tsh	i	1	0		
柒	柒	tsh	it	4	0		
郪	郪	tsh	i	1	0		
萋	萋	tsh	i	1	0		
戚	戚	tsh	ek	4	0		
淒	凄	tsh	i	1	0		
朞	朞	k	i	1	0		
期	期	k	i	1	0		
期	期	kh	i	5	0		
欺	欺	kh	i	1	0		
棲	栖	tsh	i	1	0		
嘁	嘁	tsh	ek	4	0		
漆	漆	tsh	at	4	0		
慼	慼	tsh	ek	4	0		
蹊	蹊	kh	i	1	0		
蹊	蹊	h	i	5	0		
亓	亓	kh	i	5	0		
祁	祁	kh	i	5	0		
圻	圻	kh	i	5	0		
芪	芪	kh	i	5	0		
岐	岐	k	i	1	0		
其	其	kh	i	5	0		
奇	奇	kh	i	5	0		
奇	奇	kh	ia	1	0		
奇	奇	k	i	1	0		
歧	歧	k	i	1	0		
歧	歧	ts	inn'	1	0		
歧	歧	kh	i	5	0		
祈	祈	kh	i	5	0		
祇	祇	kh	i	5	0		
俟	俟	s	v	6	0		
俟	俟	kh	i	5	0		
耆	耆	kh	i	5	0		
蚑	蚑	kh	i	5	0		
旂	旂	k	i	5	0		
萁	萁	k	i	1	0		
畦	畦	0	i	5	0		
畦	畦	h	i	5	0		
跂	跂	k	i	1	0		
跂	跂	kh	ia	6	0		
崎	崎	kh	i	1	0		
崎	崎	k	ia	6	0		
淇	淇	kh	i	5	0		
琪	琪	kh	i	5	0		
琦	琦	kh	i	5	0		
棋	棋	k	i	5	0		
祺	祺	kh	i	5	0		
碁	碁	k	i	5	0		
頎	颀	kh	i	5	0		
綦	綦	kh	i	5	0		
蜞	蜞	kh	i	5	0		
齊	齐	tsh	i	5	0		
齊	齐	ts	ainn'	5	0		
旗	旗	k	i	5	0		
騏	骐	kh	i	5	0		
騎	骑	kh	ia	3	0		
騎	骑	k	i	3	0		
騎	骑	kh	ia	5	0		
騎	骑	kh	i	5	0		
臍	脐	ts	ai	5	0		
臍	脐	tsh	i	5	0		
蘄	蕲	kh	i	5	0		
麒	麒	kh	i	5	0		
鬐	鬐	kh	i	5	0		
蠐	蛴	tsh	i	5	0		
鰭	鳍	kh	i	5	0		
鰭	鳍	tsh	i	1	0		
乞	乞	kh	vt	4	0		
芑	芑	kh	i	2	0		
屺	屺	k	i	2	0		
企	企	k	i	6	0		
企	企	kh	ia	6	0		
杞	杞	k	i	2	0		
杞	杞	kh	i	2	0		
起	起	kh	i	2	0		
豈	岂	kh	a	2	0		
啓	启	kh	i	2	0		
棨	棨	kh	i	2	0		
綮	綮	kh	i	2	0		
綺	绮	0	i	2	0		
迄	迄	ng	vt	4	0		
汽	汽	kh	i	3	0		
泣	泣	kh	ip	4	0		
契	契	s	ih	4	0		
契	契	kh	oi	3	0		
契	契	ng	vt	4	0		
砌	砌	k	ih	4	0		
砌	砌	tsh	iat	4	0		
氣	气	kh	i	3	0		
氣	气	kh	ui	3	0		
訖	讫	ng	vt	4	0		
葺	葺	tsh	ip	4	0		
